"source_repository","source_sha","source_path","current_target","capability","disposition","proposed_destination","phase","dependencies","tests","deletion_gate"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/Markdown/MarkdownParser.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/Markdown/MarkdownParser.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/Markdown/MarkdownPlainText.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/Markdown/MarkdownPlainText.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/Markdown/MarkdownRenderCache.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/Markdown/MarkdownRenderCache.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/MarkdownView.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/MarkdownView.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/QRCodeView.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/QRCodeView.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/ReasoningBox.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/ReasoningBox.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/Sparkline.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/Sparkline.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/StreamingTextView.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/StreamingTextView.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/TrayItem.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/TrayItem.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/UpdateAvailableBanner.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/UpdateAvailableBanner.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Common/ValidatedField.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Common/ValidatedField.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Downloads/DownloadsWindow.swift","vMLXApp","downloads/jobs","adapt","Sources/vMLXApp/Downloads/DownloadsWindow.swift","4-8","ModelLibrary;URLSession","resume pause cancel install tests","after MLXStudioJobs adapter parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Downloads/ModelSearchPanel.swift","vMLXApp","downloads/jobs","adapt","Sources/vMLXApp/Downloads/ModelSearchPanel.swift","4-8","ModelLibrary;URLSession","resume pause cancel install tests","after MLXStudioJobs adapter parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/ImageGallery.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/ImageGallery.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/ImageGenStateView.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/ImageGenStateView.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/ImageHistory.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/ImageHistory.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/ImageHistoryRecordState.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/ImageHistoryRecordState.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/ImageLibraryView.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/ImageLibraryView.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/ImageModelPicker.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/ImageModelPicker.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/ImagePromptBar.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/ImagePromptBar.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/ImageScreen.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/ImageScreen.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/ImageSettings.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/ImageSettings.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/ImageTopBar.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/ImageTopBar.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Image/MaskPainter.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Image/MaskPainter.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Locale/AppLocale.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Locale/AppLocale.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Locale/AppLocalePreference.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Locale/AppLocalePreference.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Locale/L10nEntry.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Locale/L10nEntry.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Locale/L10nText.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Locale/L10nText.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Locale/LanguagePicker.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Locale/LanguagePicker.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Locale/SettingsScreen.swift","vMLXApp","settings","keep","Sources/vMLXApp/Locale/SettingsScreen.swift","2-19","SQLite3;MLXStudioDomain","settings migration tests","never; canonical settings path"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Locale/Strings.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Locale/Strings.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Locale/StudioStrings.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Locale/StudioStrings.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/MLXStudio/MLXStudioScreens.swift","vMLXApp","duplicate app services/navigation","adapt","split across MLXStudio* targets and vMLXApp","4-19","vMLXEngine;SwiftUI","feature matrix and installed-app E2E","PR19 after service and screen parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/MLXStudio/MLXStudioServices.swift","vMLXApp","duplicate app services/navigation","adapt","split across MLXStudio* targets and vMLXApp","4-19","vMLXEngine;SwiftUI","feature matrix and installed-app E2E","PR19 after service and screen parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/MLXStudio/StudioChatHistoryStore.swift","vMLXApp","duplicate chat persistence","retire","-","19","UserDefaults","chat migration and installed relaunch","two compatibility releases after SQLite migration"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/MLXStudio/StudioChatSessionExporter.swift","vMLXApp","application shell","keep","Sources/vMLXApp/MLXStudio/StudioChatSessionExporter.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/MLXStudio/StudioModelInstallCoordinator.swift","vMLXApp","downloads/jobs","adapt","Sources/vMLXApp/MLXStudio/StudioModelInstallCoordinator.swift","4-8","ModelLibrary;URLSession","resume pause cancel install tests","after MLXStudioJobs adapter parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Onboarding/SetupScreen.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Onboarding/SetupScreen.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/BenchmarkPanel.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/BenchmarkPanel.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/CachePanel.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/CachePanel.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/GatewayActor.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/GatewayActor.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/HTTPServerActor.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/HTTPServerActor.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/LogsPanel.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/LogsPanel.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/ModelDirectoriesPanel.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/ModelDirectoriesPanel.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/PerformancePanel.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/PerformancePanel.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/ServerScreen.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/ServerScreen.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/SessionCard.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/SessionCard.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/SessionConfigForm.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/SessionConfigForm.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/SessionDashboard.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/SessionDashboard.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Server/SessionView.swift","vMLXApp","serve/API","adapt","Sources/vMLXApp/Server/SessionView.swift","4-19","vMLXEngine;Hummingbird","route auth lifecycle installed serve tests","never for canonical Serve; UI duplicates after parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Storage/Database.swift","vMLXApp","chat persistence","adapt","Sources/MLXStudioPersistence/Chat/Database.swift","3","MLXStudioDomain;SQLite3","migration and restart tests","after repository migration and two upgrade passes"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Storage/ImageHistoryStore.swift","vMLXApp","image persistence","keep","Sources/vMLXApp/Storage/ImageHistoryStore.swift","3","SQLite3","image history regression","never unless separate migration approved"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Storage/KeychainAPIKeyStore.swift","vMLXApp","secret persistence","keep","Sources/vMLXApp/Storage/KeychainAPIKeyStore.swift","8","Security","keychain migration tests","never; canonical secret path"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Storage/Models.swift","vMLXApp","chat persistence","adapt","Sources/MLXStudioPersistence/Chat/Models.swift","3","MLXStudioDomain;SQLite3","migration and restart tests","after repository migration and two upgrade passes"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXApp/Terminal/TerminalScreen.swift","vMLXApp","application shell","keep","Sources/vMLXApp/Terminal/TerminalScreen.swift","19","SwiftUI;vMLXEngine","app tests","never unless explicitly superseded"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Library/ModelLibrary.swift","vMLXEngine","model/artifact library","adapt","Sources/MLXStudioPersistence/Artifacts/ModelLibrary.swift","3-4","SQLite3;CryptoKit","artifact migration scan deletion tests","after artifact repository parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Library/ModelLibraryDB.swift","vMLXEngine","model/artifact library","adapt","Sources/MLXStudioPersistence/Artifacts/ModelLibraryDB.swift","3-4","SQLite3;CryptoKit","artifact migration scan deletion tests","after artifact repository parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Library/ModelLibraryWatcher.swift","vMLXEngine","model/artifact library","adapt","Sources/MLXStudioPersistence/Artifacts/ModelLibraryWatcher.swift","3-4","SQLite3;CryptoKit","artifact migration scan deletion tests","after artifact repository parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Library/OllamaCapabilities.swift","vMLXEngine","model/artifact library","adapt","Sources/MLXStudioPersistence/Artifacts/OllamaCapabilities.swift","3-4","SQLite3;CryptoKit","artifact migration scan deletion tests","after artifact repository parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Lifecycle/IdleTimer.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Lifecycle/IdleTimer.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Lifecycle/ThermalMonitor.swift","vMLXEngine","metrics/thermal","adapt","Sources/vMLXEngine/Lifecycle/ThermalMonitor.swift","5-6","MLX","metrics parity and hardware tests","never; canonical metrics implementation"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Logging/LogStore.swift","vMLXEngine","diagnostics/logging","adapt","Sources/vMLXEngine/Logging/LogStore.swift","8","Foundation","redaction and diagnostic export tests","after unified diagnostic store parity"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/MCP/MCPClipboardImport.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/MCP/MCPClipboardImport.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/MCP/MCPConfigLoader.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/MCP/MCPConfigLoader.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/MCP/MCPJSONRPCClient.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/MCP/MCPJSONRPCClient.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/MCP/MCPSecurity.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/MCP/MCPSecurity.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/MCP/MCPServerManager.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/MCP/MCPServerManager.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/MCP/MCPTypes.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/MCP/MCPTypes.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Metrics/MetricsCollector.swift","vMLXEngine","metrics/thermal","adapt","Sources/vMLXEngine/Metrics/MetricsCollector.swift","5-6","MLX","metrics parity and hardware tests","never; canonical metrics implementation"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Parsers/AhoCorasick.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Parsers/AhoCorasick.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Parsers/ParserRegistry.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Parsers/ParserRegistry.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Parsers/ReasoningParser.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Parsers/ReasoningParser.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Parsers/StreamingStateMachine.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Parsers/StreamingStateMachine.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Parsers/ToolCallExtractor.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Parsers/ToolCallExtractor.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Parsers/ToolCallParser.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Parsers/ToolCallParser.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Remote/RemoteEngineClient.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Remote/RemoteEngineClient.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Security/HuggingFaceAuth.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Security/HuggingFaceAuth.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Security/HuggingFaceDownloadSafety.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Security/HuggingFaceDownloadSafety.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Security/HuggingFaceSearch.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Security/HuggingFaceSearch.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Security/KeychainHelper.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Security/KeychainHelper.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Settings/SettingsDB.swift","vMLXEngine","settings","keep","Sources/vMLXEngine/Settings/SettingsDB.swift","2-19","SQLite3;MLXStudioDomain","settings migration tests","never; canonical settings path"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Settings/SettingsStore.swift","vMLXEngine","settings","keep","Sources/vMLXEngine/Settings/SettingsStore.swift","2-19","SQLite3;MLXStudioDomain","settings migration tests","never; canonical settings path"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Settings/SettingsTypes.swift","vMLXEngine","settings","keep","Sources/vMLXEngine/Settings/SettingsTypes.swift","2-19","SQLite3;MLXStudioDomain","settings migration tests","never; canonical settings path"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Tools/BashTool.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Tools/BashTool.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Tools/BrowserTool.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Tools/BrowserTool.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Tools/SchemaArgumentCoercion.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Tools/SchemaArgumentCoercion.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Tools/ScreenshotTool.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Tools/ScreenshotTool.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXEngine/Tools/ToolDispatcher.swift","vMLXEngine","vMLX inference/runtime","keep","Sources/vMLXEngine/Tools/ToolDispatcher.swift","5","MLXStudioDomain;vMLX model targets","runtime unit real-artifact and installed-app tests","never; canonical runtime"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLLM/LLMModel.swift","vMLXLLM","model generation/runtime","keep","Sources/vMLXLLM/LLMModel.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
"hornsan1/mlx-studio-beta","1d9efb000a2b87a53fad08273f91317fdcc31196","Sources/vMLXLLM/LLMModelFactory.swift","vMLXLLM","model generation/runtime","keep","Sources/vMLXLLM/LLMModelFactory.swift","5-7","MLX runtime","generation and trace parity","never; canonical vMLX model stack"
